phot_g_mean_mag,parallax,bp_rp
15.376848,9.83078813615224,2.4354477
19.038532,5.868028262624821,3.1357365
17.822662,5.58434447554193,2.759861
10.909332,5.1112531584528424,0.7259817
16.287277,6.261180510609529,2.628337
16.435436,7.9980284215976845,2.9762344
17.449747,8.735036736949407,3.0521946
17.023458,6.028979214810355,2.652028
9.613615,8.687953386690168,0.8802538
14.76346,7.445435889556572,2.3586893
14.082987,11.172113983039983,2.4127035
16.684124,5.60122681601473,2.4716206
17.451742,5.370826142849472,2.7417278
16.701696,6.677782310430154,2.7856073
16.074343,11.87809308980869,2.9993057
12.943548,17.92530892651088,2.2378044
17.947557,5.302479273912945,3.104206
18.109264,7.317369706905489,0.22447968
15.815451,5.231088837984934,2.2371273
9.590987,13.538682570767715,0.8460121
17.234417,8.30629724128073,3.066556
13.033272,14.795184242435166,2.2629967
12.229785,6.540474975141146,1.1218033
13.279367,6.130252219957122,1.6320858
15.996833,7.118421771432039,2.6341677
18.253105,7.3732690765861175,3.306635
16.058931,5.935722984507132,2.4779892
9.53773,6.7743323967699105,0.8091335
14.224704,9.166507417687637,2.2348223
14.297772,5.242705888766363,1.8415585
15.513699,8.981237388975309,2.741809
9.211445,5.162389538586126,0.6805048
16.746695,11.984453050733132,3.1271238
13.790151,5.9866521354213065,1.8056068
16.138979,5.087951044411201,2.5325823
15.7573805,8.274852166364385,2.5550203
14.016416,5.777689198855271,1.9217281
18.103628,5.086065640233164,2.9387283
16.985605,7.586252448156671,2.9625454
9.834673,6.9627977419012534,0.6934004
15.821628,21.16668689974549,3.688342
16.50259,10.31529952728616,3.0774832
16.821157,6.710273170447992,2.9442263
17.524683,12.758738479345116,3.7164707
17.716177,5.845548303570865,3.262455
17.304663,5.074780529694184,2.8663883
15.106265,5.608862885649773,2.1584778
17.096857,5.205330750840717,2.7527094
18.25445,5.433654895628219,3.1051273
18.104557,5.608900344551518,3.20475
17.880257,6.825100846861787,3.1284084
16.91222,6.38753075009959,2.5867233
16.653389,5.484406064851706,2.7651796
17.187464,5.099276757143157,2.8359938
13.21157,10.595771334551527,2.0648565
17.841255,5.527334717862937,2.805788
16.734928,5.571546072190427,2.9427938
13.700903,5.219447569834184,1.541708
15.934859,10.911507900718687,2.8002396
15.965867,5.080791566017708,2.729226
12.732732,5.2882432835813935,1.1908464
11.951744,16.6040210012212,1.8427134
5.792563,18.563271079580534,0.21863699
14.844821,6.95369823911774,2.2596216
17.18374,5.9335830155948805,2.7797632
13.742786,5.157527419750605,1.57166
16.410006,6.469613794314148,2.7437143
17.841578,6.229351975567939,2.7106
13.078296,10.131315203981183,1.8020124
14.622476,5.240401317236051,2.270564
18.20692,5.490321033508481,3.015194
12.706483,5.697179079177742,1.2331467
7.958092,13.541634824045772,0.5855284
16.064161,6.230653084895441,2.3849735
17.452671,8.123484975265955,3.314085
16.957788,14.37421929489003,3.3629856
13.295908,7.7372277728828,1.8210335
15.510642,6.530955756284997,2.1209278
18.088903,6.115498916432363,3.19318
14.996081,10.891414209397537,2.573574
15.882149,10.452212934191957,2.7122889
16.230835,6.030630108590045,2.5851479
17.140709,19.15415727020697,3.8406239
19.28333,6.248606663116945,0.5005684
15.547731,6.834683247447132,2.5067759
11.730463,7.752565868202565,1.1829491
9.9747925,6.251121306006056,0.6583414
16.864855,9.682364100206417,3.0185814
18.179922,7.008646775622844,3.245327
12.205646,5.430922538013843,1.1205301
16.386147,5.237249439133006,2.5810585
12.961676,22.588419246546216,2.344779
17.678213,8.792218700646224,3.2896576
14.2541,25.56614565614801,2.909236
17.044376,7.637050591335992,2.8827696
16.674408,6.8903402936982685,2.7911491
17.077852,5.488001405509238,2.9892082
18.597662,5.551762329646951,3.1250477
